"","Relatedness","VerbType","Pic","Picture","PictureVersion","Distractor","DistractorType","Verb","Anoun","Snoun","Order","expName","participant","Transcription","Utterance","Vcodability","Vagr","Vfreq","Aagreement","Acodability","Afreq","Sfreq","Scodability","Onset","The","dog","above","the","apple","is","soa","syllable","visual_complexity","unaccusativity","OnsetThe","experiment"
"1165","Unrelated","Unacc","clownUnacc.jpeg","clownUnacc.jpeg.canon","A","shake","Verb","grow","canon","clown",13,"List5",13,"{SL} The clown below the canon is growing","",1.786,0.7,24803,1,0.111,1.946,2761,0.179,1778.9,79.8,498.9,508.8,99.8,608.6,199.6,"n150","long",17678,1,1858.7,"Exp1"
"1166","Unrelated","Unerg","pirateUnerg.jpeg","pirateUnerg.jpeg.guitar","","walk","Verb","cough","guitar","pirate",14,"List5",13,"{SL} The pirate below the guitar is coughing","",0.987,0.7,2215,0.98,0.141,2.079,6292,0.69,1639.2,79.8,678.5,339.2,109.8,488.9,99.7,"n150","long",12032,0,1719,"Exp1"
"1167","Related","Unerg","octopusUnerg.jpeg","octopusUnerg.jpeg.spoon","","knife","Noun","swim","spoon","octopus",15,"List5",13,"{SL} The octopus below the spoon is swimming","",1.574,0.74,5116,1,0.029,2.773,900,0.48,1489.6,279.3,768.3,608.6,89.8,658.5,159.6,"n150","short",7344,0.11,1768.9,"Exp1"
"1168","Unrelated","Unerg","snailUnerg.jpeg","snailUnerg.jpeg.castle","","wink","Verb","crawl","castle","snail",16,"List5",13,"{SL} The snail below the castle is crawling","",3.728,0.14,3131,1,0,3.332,10191,0,1629.3,359.1,508.9,419,89.8,538.8,99.8,"n150","long",22746,0.74,1988.4,"Exp1"
"1169","Related","Unerg","boyUnerg.jpeg","boyUnerg.jpeg.desk","A","chair","Noun","yawn","desk","boy",17,"List5",13,"{SL} The boy below the desk is yawning","",0.771,0.82,1333,1,0,4.522,42823,1.896,1190.2,99.8,349.2,858.1,89.8,608.6,149.7,"n150","short",17761,0.18,1290,"Exp1"
"1170","Unrelated","Unacc","octopusUnacc.jpeg","octopusUnacc.jpeg.lemon","","fall","Verb","boil","lemon","octopus",18,"List5",13,"{SL} The octopus below the lemon is boiling","repair",2.319,0.5,3837,1,0.029,2.773,900,0.656,NA,NA,NA,NA,NA,NA,NA,"n150","long",8524,0.96,NA,"Exp1"
"1171","Related","Unerg","cowboyUnerg.jpeg","cowboyUnerg.jpeg.sword","B","smile","Verb","wink","sword","cowboy",19,"List5",13,"{SL} The cowboy above the sword is winking","",1.643,0.64,1494,0.92,0.522,2.89,2826,0.35,1200.2,129.7,349.2,997.8,449,478.9,279.3,"n150","short",10243,0.24,1329.9,"Exp1"
"1172","Related","Unacc","snailUnacc.jpeg","snailUnacc.jpeg.table","","dresser","Noun","melt","table","snail",20,"List5",13,"{SL} The snail below the table is melting","",3.886,0.16,2781,0.98,0.141,5.464,10191,0,1439.7,99.8,478.9,628.5,119.8,618.6,429,"n150","long",12010,0.58,1539.5,"Exp1"
"1173","Related","Unacc","pirateUnacc.jpeg","pirateUnacc.jpeg.gun","","cannon","Noun","sink","gun","pirate",21,"List5",13,"{SL} The pirate below the gun is sinking","",1.594,0.72,8579,0.9,0.687,4.605,6292,0.592,1220.2,439,728.3,359.2,99.8,429,279.4,"n150","short",10904,0.92,1659.2,"Exp1"
"1174","Unrelated","Unerg","ballerinaUnerg.jpeg","ballerinaUnerg.jpeg.ax","A","spoon","Noun","run","ax","ballerina",22,"List5",13,"{SL} The ballerina above the ax is running","",1.034,0.84,223338,0.86,0.668,2.303,140,1.707,1110.4,79.8,848.1,578.7,189.6,528.8,299.3,"n150","short",7849,0.04,1190.2,"Exp1"
"1175","Unrelated","Unerg","monkeyUnerg.jpeg","monkeyUnerg.jpeg.carrot","A","piano","Noun","sleep","carrot","monkey",23,"List5",13,"{SL} The monkey above the carrot is sleeping","",0.606,0.9,25606,1,0,2.197,4882,0.357,1040.6,99.8,488.9,389.1,109.7,459,129.7,"n150","long",13201,0,1140.4,"Exp1"
"1176","Unrelated","Unacc","chefUnacc.jpeg","chefUnacc.jpeg.windmill","B","chair","Noun","drown","windmill","chef",24,"List5",13,"{SL} The chef above the windmill is drowning","",1.912,0.68,1415,0.93,0.55,2.303,1418,0.774,1020.6,149.7,548.7,459,69.8,528.8,359.2,"n150","long",12430,1,1170.3,"Exp1"
"1177","Related","Unacc","octopusUnacc.jpeg","octopusUnacc.jpeg.lemon","","apple","Noun","boil","lemon","octopus",25,"List5",13,"{SL} The octopus below the lemon is boiling","",2.319,0.5,3837,1,0.029,2.773,900,0.656,1260.1,129.7,668.5,429,89.8,339.2,139.7,"n150","long",8524,0.96,1389.8,"Exp1"
"1178","Unrelated","Unacc","ballerinaUnacc.jpeg","ballerinaUnacc.jpeg.harp","B","float","Verb","shrink","harp","ballerina",26,"List5",13,"{SL} The ballerina above the harp is shrinking","is_ uh_ shrinking",1.56,0.76,4085,0.96,0.388,1.386,140,1.937,NA,NA,NA,NA,NA,NA,NA,"n150","short",14170,0.92,NA,"Exp1"
"1179","Related","Unacc","boyUnacc.jpeg","boyUnacc.jpeg.lighthouse","B","windmill","Noun","float","lighthouse","boy",27,"List5",13,"{SL} The boy below the lighthouse is floating","",1.718,0.7,5704,0.94,0.409,1.386,42823,1.733,841,548.8,548.7,459,638.6,608.6,99.7,"n150","long",31692,0.92,1389.8,"Exp1"
"1180","Related","Unacc","cowboyUnacc.jpeg","cowboyUnacc.jpeg.piano","A","sink","Verb","fall","piano","cowboy",28,"List5",13,"{SL} The cowboy above the piano is falling","",1.114,0.84,46059,1,0.029,3.332,2826,0.885,1020.6,648.6,458.9,698.4,149.7,588.7,179.5,"n150","long",19570,0.98,1669.2,"Exp1"
"1181","Unrelated","Unacc","pirateUnacc.jpeg","pirateUnacc.jpeg.gun","","guitar","Noun","sink","gun","pirate",29,"List5",13,"{SL} The pirate below the gun is sinking","",1.594,0.72,8579,0.9,0.687,4.605,6292,0.592,1020.6,99.8,419.1,369.1,99.8,299.3,229.5,"n150","short",10904,0.92,1120.4,"Exp1"
"1182","Unrelated","Unerg","chefUnerg.jpeg","chefUnerg.jpeg.drawer","A","sleep","Verb","yell","drawer","chef",30,"List5",13,"{SL} The chef above the drawer is yelling","",0.961,0.78,3322,0.48,2.095,1.792,1418,0.774,1050.6,199.5,459,518.8,119.7,459,99.7,"n150","long",21173,0.06,1250.1,"Exp1"
"1183","Related","Unacc","clownUnacc.jpeg","clownUnacc.jpeg.canon","A","gun","Noun","grow","canon","clown",31,"List5",13,"{SL} The clown below the canon is growing","",1.786,0.7,24803,1,0.111,1.946,2761,0.179,871,199.5,469,578.6,99.8,548.8,169.6,"n150","long",17678,1,1070.5,"Exp1"
"1184","Related","Unacc","penguineUnacc.jpeg","penguineUnacc.jpeg.tomato","","shake","Verb","bounce","tomato","penguin",32,"List5",13,"{SL} The penguin below the tomato is bouncing","",1.645,0.54,4243,0.98,0.141,2.079,2222,0.303,841,109.8,618.6,329.2,119.8,608.6,169.6,"n150","long",8388,0.56,950.8,"Exp1"
"1185","Related","Unacc","chefUnacc.jpeg","chefUnacc.jpeg.windmill","B","float","Verb","drown","windmill","chef",33,"List5",13,"{SL} The chef above the windmill is drowning","",1.912,0.68,1415,0.93,0.55,2.303,1418,0.774,1120.4,259.4,508.9,538.7,99.8,668.5,468.9,"n150","long",12430,1,1379.8,"Exp1"
"1186","Related","Unerg","ballerinaUnerg.jpeg","ballerinaUnerg.jpeg.ax","A","swim","Verb","run","ax","ballerina",34,"List5",13,"{SL} The ballerina above the ax is running","",1.034,0.84,223338,0.86,0.668,2.303,140,1.707,851,79.8,588.7,309.3,249.4,299.4,149.6,"n150","short",7849,0.04,930.8,"Exp1"
"1187","Unrelated","Unerg","octopusUnerg.jpeg","octopusUnerg.jpeg.spoon","","ax","Noun","swim","spoon","octopus",35,"List5",13,"{SL} The octopus below the spoon is swimming","",1.574,0.74,5116,1,0.029,2.773,900,0.48,841,139.7,678.5,359.2,99.7,598.7,199.5,"n150","short",7344,0.11,980.7,"Exp1"
"1188","Unrelated","Unacc","snailUnacc.jpeg","snailUnacc.jpeg.table","","tomato","Noun","melt","table","snail",36,"List5",13,"{SL} The snail below the table is melting","",3.886,0.16,2781,0.98,0.141,5.464,10191,0,970.7,359.2,508.9,389.1,109.7,568.7,239.5,"n150","long",12010,0.58,1329.9,"Exp1"
"1189","Related","Unerg","rabitUnerg.jpeg","rabitUnerg.jpeg.church","","wink","Verb","smile","church","rabbit",37,"List5",13,"{SL} The rabbit above the church is smiling","",2.748,0.46,12276,0.96,0.282,5.215,5751,1.061,960.8,738.3,449,319.2,99.8,449,109.8,"n150","short",34595,0.11,1699.1,"Exp1"
"1190","Related","Unerg","monkeyUnerg.jpeg","monkeyUnerg.jpeg.carrot","A","yawn","Verb","sleep","carrot","monkey",38,"List5",13,"{SL} The monkey above the carrot is sleeping","",0.606,0.9,25606,1,0,2.197,4882,0.357,861,349.2,648.5,518.9,728.3,778.2,199.6,"n150","long",13201,0,1210.2,"Exp1"
"1191","Unrelated","Unacc","rabbitUnacc.jpeg","rabbitUnacc.jpeg.chair","","grow","Verb","shake","chair","rabbit",39,"List5",13,"{SL} The rabbit above the chair is shaking","",2.711,0.54,5292,1,0,4.92,5751,1.086,1190.2,99.8,429,389.2,129.7,508.8,129.7,"n150","short",11238,0.8,1290,"Exp1"
"1192","Related","Unerg","dogUnerg.jpeg","dogUnerg.jpeg.hammer","B","drill","Noun","bark","hammer","dog",40,"List5",13,"{SL} The dog above the hammer is barking","",0.987,0.7,2441,1,0.057,2.485,58314,0.629,801.1,109.8,399.1,369.1,89.8,469,159.6,"n150","long",9533,0,910.9,"Exp1"
"1193","Unrelated","Unerg","cowboyUnerg.jpeg","cowboyUnerg.jpeg.sword","B","crawl","Verb","wink","sword","cowboy",41,"List5",13,"{SL} The cowboy above the sword is winking","",1.643,0.64,1494,0.92,0.522,2.89,2826,0.35,920.9,279.3,578.7,459,109.7,389.1,159.7,"n150","short",10243,0.24,1200.2,"Exp1"
"1194","Unrelated","Unerg","penguineUnerg.jpeg","penguineUnerg.jpeg.drill","","run","Verb","sneeze","drill","penguin",42,"List5",13,"{SL} The penguin below the drill is sneezing","",1.088,0.78,540,0.63,1.704,2.197,2222,0.689,920.9,209.5,808.1,558.8,119.7,429,109.8,"n150","short",16254,0.04,1130.4,"Exp1"
"1195","Related","Unerg","pirateUnerg.jpeg","pirateUnerg.jpeg.guitar","","piano","Noun","cough","guitar","pirate",43,"List5",13,"{SL} The pirate below the guitar is coughing","",0.987,0.7,2215,0.98,0.141,2.079,6292,0.69,990.7,818.1,648.6,429,89.8,578.7,119.7,"n150","long",12032,0,1808.8,"Exp1"
"1196","Related","Unerg","snailUnerg.jpeg","snailUnerg.jpeg.castle","","church","Noun","crawl","castle","snail",44,"List5",13,"{SL} The snail below the castle is crawling","",3.728,0.14,3131,1,0,3.332,10191,0,741.3,99.7,459,548.8,99.7,578.7,189.6,"n150","long",22746,0.74,841,"Exp1"
"1197","Unrelated","Unerg","clownUnerg.jpeg","clownUnerg.jpeg.violin","B","desk","Noun","walk","violin","clown",45,"List5",13,"{SL} The clown below the violin is walking","",2.218,0.58,33093,0.82,0.858,1.946,2761,1.896,691.4,289.3,578.7,638.6,788.2,638.5,139.7,"n150","long",8571,0.24,980.7,"Exp1"
"1198","Unrelated","Unacc","monkeyUnacc.jpeg","monkeyUnacc.jpeg.knife","B","melt","Verb","trip","knife","monkey",46,"List5",13,"{SL} The monkey above the knife is tripping","",3.082,0.36,28399,1,0.057,3.807,4882,0.815,841,109.8,409.1,319.2,139.7,518.8,179.6,"n150","long",8773,0.59,950.8,"Exp1"
"1199","Unrelated","Unerg","boyUnerg.jpeg","boyUnerg.jpeg.desk","A","violin","Noun","yawn","desk","boy",47,"List5",13,"{SL} The boy below the desk is yawning","",0.771,0.82,1333,1,0,4.522,42823,1.896,910.9,109.7,349.2,538.8,538.8,578.7,219.5,"n150","short",17761,0.18,1020.6,"Exp1"
"1200","Unrelated","Unacc","dogUnacc.jpeg","dogUnacc.jpeg.apple","A","lighthouse","Noun","spin","apple","dog",48,"List5",13,"{SL} The dog above the apple is spinning","",3.022,0.12,10683,1,0.029,3.434,58314,0.995,751.2,109.8,339.2,289.4,169.6,399.1,59.8,"n150","long",8241,0.9,861,"Exp1"
"1201","Related","Unerg","boyUnerg.jpeg","boyUnerg.jpeg.desk","A","sleep","Verb","yawn","desk","boy",49,"List5",13,"{SL} The boy below the desk is yawning","",0.771,0.82,1333,1,0,4.522,42823,1.896,761.2,129.7,339.3,548.7,119.7,379.2,139.7,"n150","short",17761,0.18,890.9,"Exp1"
"1202","Unrelated","Unerg","pirateUnerg.jpeg","pirateUnerg.jpeg.guitar","","gun","Noun","cough","guitar","pirate",50,"List5",13,"{SL} The pirate below the guitar is coughing","",0.987,0.7,2215,0.98,0.141,2.079,6292,0.69,721.3,628.6,518.8,319.3,69.8,389.1,109.8,"n150","long",12032,0,1349.9,"Exp1"
"1203","Unrelated","Unerg","dogUnerg.jpeg","dogUnerg.jpeg.hammer","B","dresser","Noun","bark","hammer","dog",51,"List5",13,"{SL} The dog above the hammer is barking","",0.987,0.7,2441,1,0.057,2.485,58314,0.629,731.3,209.5,379.2,448.9,568.7,708.4,429.1,"n150","long",9533,0,940.8,"Exp1"
"1204","Related","Unacc","pirateUnacc.jpeg","pirateUnacc.jpeg.gun","","fall","Verb","sink","gun","pirate",52,"List5",13,"{SL} The pirate below the gun is sinking","",1.594,0.72,8579,0.9,0.687,4.605,6292,0.592,1110.4,349.2,449,319.3,99.8,299.3,279.3,"n150","short",10904,0.92,1459.6,"Exp1"
"1205","Related","Unacc","ballerinaUnacc.jpeg","ballerinaUnacc.jpeg.harp","B","violin","Noun","shrink","harp","ballerina",53,"List5",13,"{SL} The ballerina above the harp is shrinking","",1.56,0.76,4085,0.96,0.388,1.386,140,1.937,751.2,139.7,508.9,439,79.8,349.2,229.5,"n150","short",14170,0.92,890.9,"Exp1"
"1206","Related","Unerg","octopusUnerg.jpeg","octopusUnerg.jpeg.spoon","","run","Verb","swim","spoon","octopus",54,"List5",13,"{SL} The octopus below the spoon is swimming","",1.574,0.74,5116,1,0.029,2.773,900,0.48,591.6,179.6,688.4,279.4,89.8,459,119.7,"n150","short",7344,0.11,771.2,"Exp1"
"1207","Related","Unerg","penguineUnerg.jpeg","penguineUnerg.jpeg.drill","","hammer","Noun","sneeze","drill","penguin",55,"List5",13,"{SL} The penguin below the drill is sneezing","is_ ah_ sneezing",1.088,0.78,540,0.63,1.704,2.197,2222,0.689,NA,NA,NA,NA,NA,NA,NA,"n150","short",16254,0.04,NA,"Exp1"
"1208","Unrelated","Unacc","chefUnacc.jpeg","chefUnacc.jpeg.windmill","B","bounce","Verb","drown","windmill","chef",56,"List5",13,"{SL} The chef above the windmill is drowning","",1.912,0.68,1415,0.93,0.55,2.303,1418,0.774,1100.5,109.7,409.1,468.9,179.6,528.8,359.2,"n150","long",12430,1,1210.2,"Exp1"
"1209","Related","Unacc","snailUnacc.jpeg","snailUnacc.jpeg.table","","boil","Verb","melt","table","snail",57,"List5",13,"{SL} The snail below the table is melting","",3.886,0.16,2781,0.98,0.141,5.464,10191,0,751.2,89.8,498.9,389.1,119.8,608.6,538.7,"n150","long",12010,0.58,841,"Exp1"
"1210","Unrelated","Unerg","monkeyUnerg.jpeg","monkeyUnerg.jpeg.carrot","A","yell","Verb","sleep","carrot","monkey",58,"List5",13,"{SL} The monkey above the carrot is sleeping","",0.606,0.9,25606,1,0,2.197,4882,0.357,711.3,79.9,648.5,369.1,99.8,638.6,109.7,"n150","long",13201,0,791.2,"Exp1"
"1211","Related","Unerg","clownUnerg.jpeg","clownUnerg.jpeg.violin","B","crawl","Verb","walk","violin","clown",59,"List5",13,"{SL} The clown below the violin is walking","",2.218,0.58,33093,0.82,0.858,1.946,2761,1.896,1300,269.4,618.6,648.5,109.8,718.3,159.7,"n150","long",8571,0.24,1569.4,"Exp1"
"1212","Related","Unerg","chefUnerg.jpeg","chefUnerg.jpeg.drawer","A","table","Noun","yell","drawer","chef",60,"List5",13,"{SL} The chef above the drawer is yelling","",0.961,0.78,3322,0.48,2.095,1.792,1418,0.774,900.9,69.8,319.3,588.7,99.8,498.8,169.6,"n150","long",21173,0.06,970.7,"Exp1"
"1213","Unrelated","Unerg","ballerinaUnerg.jpeg","ballerinaUnerg.jpeg.ax","A","sneeze","Verb","run","ax","ballerina",61,"List5",13,"{SL} The ballerina above the ax is running","",1.034,0.84,223338,0.86,0.668,2.303,140,1.707,980.7,229.5,518.8,269.4,159.6,379.2,868,"n150","short",7849,0.04,1210.2,"Exp1"
"1214","Unrelated","Unacc","boyUnacc.jpeg","boyUnacc.jpeg.lighthouse","B","apple","Noun","float","lighthouse","boy",62,"List5",13,"{SL} The boy below the lighthouse is floating","",1.718,0.7,5704,0.94,0.409,1.386,42823,1.733,920.9,109.7,319.3,528.8,269.4,498.8,189.6,"n150","long",31692,0.92,1030.6,"Exp1"
"1215","Unrelated","Unacc","penguineUnacc.jpeg","penguineUnacc.jpeg.tomato","","drown","Verb","bounce","tomato","penguin",63,"List5",13,"{SL} The penguin below the tomato is bouncing","",1.645,0.54,4243,0.98,0.141,2.079,2222,0.303,751.2,89.8,449,309.3,109.8,498.8,109.8,"n150","long",8388,0.56,841,"Exp1"
"1216","Unrelated","Unerg","snailUnerg.jpeg","snailUnerg.jpeg.castle","","knife","Noun","crawl","castle","snail",64,"List5",13,"{SL} The snail below the castle is crawling","",3.728,0.14,3131,1,0,3.332,10191,0,821.1,708.4,628.5,758.3,119.8,508.8,149.7,"n150","long",22746,0.74,1529.5,"Exp1"
"1217","Related","Unacc","dogUnacc.jpeg","dogUnacc.jpeg.apple","A","trip","Verb","spin","apple","dog",65,"List5",13,"{SL} The dog above the apple is spinning","sneezing_ oh_ spinning",3.022,0.12,10683,1,0.029,3.434,58314,0.995,NA,NA,NA,NA,NA,NA,NA,"n150","long",8241,0.9,NA,"Exp1"
"1218","Unrelated","Unacc","clownUnacc.jpeg","clownUnacc.jpeg.canon","A","lemon","Noun","grow","canon","clown",66,"List5",13,"{SL} The clown below the canon is growing","",1.786,0.7,24803,1,0.111,1.946,2761,0.179,1040.6,89.8,458.9,369.2,99.8,508.8,159.7,"n150","long",17678,1,1130.4,"Exp1"
"1219","Related","Unacc","rabbitUnacc.jpeg","rabbitUnacc.jpeg.chair","","desk","Noun","shake","chair","rabbit",67,"List5",13,"{SL} The rabbit above the chair is shaking","",2.711,0.54,5292,1,0,4.92,5751,1.086,841,99.8,598.7,598.6,89.8,678.4,498.9,"n150","short",11238,0.8,940.8,"Exp1"
"1220","Related","Unerg","cowboyUnerg.jpeg","cowboyUnerg.jpeg.sword","B","ax","Noun","wink","sword","cowboy",68,"List5",13,"{SL} The cowboy above the sword is winking","",1.643,0.64,1494,0.92,0.522,2.89,2826,0.35,1000.7,89.8,419,439,79.8,419.1,159.6,"n150","short",10243,0.24,1090.5,"Exp1"
"1221","Unrelated","Unacc","octopusUnacc.jpeg","octopusUnacc.jpeg.lemon","","cannon","Noun","boil","lemon","octopus",69,"List5",13,"{SL} The octopus below the lemon is boiling","",2.319,0.5,3837,1,0.029,2.773,900,0.656,771.2,429,568.7,279.4,99.8,339.2,229.5,"n150","long",8524,0.96,1200.2,"Exp1"
"1222","Related","Unacc","monkeyUnacc.jpeg","monkeyUnacc.jpeg.knife","B","spoon","Noun","trip","knife","monkey",70,"List5",13,"{SL} The monkey above the knife is tripping","",3.082,0.36,28399,1,0.057,3.807,4882,0.815,930.8,488.9,469,349.2,69.8,319.3,159.6,"n150","long",8773,0.59,1419.7,"Exp1"
"1223","Unrelated","Unacc","cowboyUnacc.jpeg","cowboyUnacc.jpeg.piano","A","boil","Verb","fall","piano","cowboy",71,"List5",13,"{SL} The cowboy above the piano is falling","",1.114,0.84,46059,1,0.029,3.332,2826,0.885,781.2,239.4,1386.9,429,129.7,578.7,139.7,"n150","long",19570,0.98,1020.6,"Exp1"
"1224","Unrelated","Unerg","rabitUnerg.jpeg","rabitUnerg.jpeg.church","","swim","Verb","smile","church","rabbit",72,"List5",13,"{SL} The rabbit above the church is smiling","",2.748,0.46,12276,0.96,0.282,5.215,5751,1.061,1220.2,319.3,598.6,588.7,69.8,459,79.8,"n150","short",34595,0.11,1539.5,"Exp1"
"1225","Unrelated","Unerg","cowboyUnerg.jpeg","cowboyUnerg.jpeg.sword","B","drill","Noun","wink","sword","cowboy",73,"List5",13,"{SL} The cowboy above the sword is winking","",1.643,0.64,1494,0.92,0.522,2.89,2826,0.35,741.3,79.8,449,379.1,109.8,359.1,169.7,"n150","short",10243,0.24,821.1,"Exp1"
"1226","Unrelated","Unerg","penguineUnerg.jpeg","penguineUnerg.jpeg.drill","","sword","Noun","sneeze","drill","penguin",74,"List5",13,"{SL} The penguin below the drill is sneezing","",1.088,0.78,540,0.63,1.704,2.197,2222,0.689,1210.2,409.1,798.2,279.3,99.8,289.3,69.9,"n150","short",16254,0.04,1619.3,"Exp1"
"1227","Related","Unacc","boyUnacc.jpeg","boyUnacc.jpeg.lighthouse","B","drown","Verb","float","lighthouse","boy",75,"List5",13,"{SL} The boy below the lighthouse is floating","",1.718,0.7,5704,0.94,0.409,1.386,42823,1.733,851,139.7,319.3,369.1,89.8,548.8,139.7,"n150","long",31692,0.92,990.7,"Exp1"
"1228","Related","Unerg","dogUnerg.jpeg","dogUnerg.jpeg.hammer","B","yell","Verb","bark","hammer","dog",76,"List5",13,"{SL} The dog above the hammer is barking","",0.987,0.7,2441,1,0.057,2.485,58314,0.629,881,99.7,379.2,409,99.8,578.7,249.4,"n150","long",9533,0,980.7,"Exp1"
"1229","Related","Unacc","chefUnacc.jpeg","chefUnacc.jpeg.windmill","B","lighthouse","Noun","drown","windmill","chef",77,"List5",13,"{SL} The chef above the windmill is drowning","",1.912,0.68,1415,0.93,0.55,2.303,1418,0.774,1020.6,758.3,389.1,369.2,339.2,588.7,399.1,"n150","long",12430,1,1778.9,"Exp1"
"1230","Unrelated","Unacc","snailUnacc.jpeg","snailUnacc.jpeg.table","","trip","Verb","melt","table","snail",78,"List5",13,"{SL} The snail below the table is melting","",3.886,0.16,2781,0.98,0.141,5.464,10191,0,1439.7,79.8,439,379.1,119.8,957.8,977.8,"n150","long",12010,0.58,1519.5,"Exp1"
"1231","Unrelated","Unacc","ballerinaUnacc.jpeg","ballerinaUnacc.jpeg.harp","B","church","Noun","shrink","harp","ballerina",79,"List5",13,"{SL} The ballerina above the harp is shrinking","repair",1.56,0.76,4085,0.96,0.388,1.386,140,1.937,NA,NA,NA,NA,NA,NA,NA,"n150","short",14170,0.92,NA,"Exp1"
"1232","Related","Unacc","octopusUnacc.jpeg","octopusUnacc.jpeg.lemon","","melt","Verb","boil","lemon","octopus",80,"List5",13,"{SL} The octopus below the lemon is boiling","",2.319,0.5,3837,1,0.029,2.773,900,0.656,1030.6,99.8,498.9,279.3,109.8,409,239.5,"n150","long",8524,0.96,1130.4,"Exp1"
"1233","Unrelated","Unacc","dogUnacc.jpeg","dogUnacc.jpeg.apple","A","sink","Verb","spin","apple","dog",81,"List5",13,"{SL} The dog above the apple is spinning","repair",3.022,0.12,10683,1,0.029,3.434,58314,0.995,NA,NA,NA,NA,NA,NA,NA,"n150","long",8241,0.9,NA,"Exp1"
"1234","Unrelated","Unerg","chefUnerg.jpeg","chefUnerg.jpeg.drawer","A","hammer","Noun","yell","drawer","chef",82,"List5",13,"{SL} The chef above the drawer is yelling","",0.961,0.78,3322,0.48,2.095,1.792,1418,0.774,801.1,79.9,389.1,329.2,119.7,578.7,159.7,"n150","long",21173,0.06,881,"Exp1"
"1235","Related","Unacc","cowboyUnacc.jpeg","cowboyUnacc.jpeg.piano","A","guitar","Noun","fall","piano","cowboy",83,"List5",13,"{SL} The cowboy above the piano is falling","",1.114,0.84,46059,1,0.029,3.332,2826,0.885,681.4,149.7,259.4,628.5,109.8,608.6,209.5,"n150","long",19570,0.98,831.1,"Exp1"
"1236","Unrelated","Unacc","pirateUnacc.jpeg","pirateUnacc.jpeg.gun","","spin","Verb","sink","gun","pirate",84,"List5",13,"{SL} The pirate below the gun is sinking","",1.594,0.72,8579,0.9,0.687,4.605,6292,0.592,791.2,339.2,528.8,299.3,109.8,319.2,129.7,"n150","short",10904,0.92,1130.4,"Exp1"
"1237","Related","Unacc","clownUnacc.jpeg","clownUnacc.jpeg.canon","A","shrink","Verb","grow","canon","clown",85,"List5",13,"{SL} The clown below the canon is growing","",1.786,0.7,24803,1,0.111,1.946,2761,0.179,1080.5,109.7,379.2,349.2,89.8,718.4,219.5,"n150","long",17678,1,1190.2,"Exp1"
