,Noun,VerbType,Pic,Distractor,Verb,Condition,Subj,Order,Block,Ncategory,expName,participant,Transcription,Utterance,Onset,The,dog,above,the,apple,is,X,soa,Relatedness,DistractorType,OnsetThe,DAT,AI,Duration,agreement,codability,freq,syllable,visual_complexity,Vfreq,Vagr,Vcodability,SFreq,SCodability,unaccusativity
1893,spoon,Unacc,octopusUnacc.jpeg,ax,boil,Nunrel,octopus,69,3,tool,List1,121,{SL} The octopus below the spoon is boiling,,1090.5,109.7,618.6,359.2,139.7,538.8,209.5,NA,0,Unrelated,Noun,1200.2,1117.5,748.3,1865.8,1,0.029,2.773,short,7344,3837,0.5,2.319,900,0.656,0.96
1894,carrot,Unacc,monkeyUnacc.jpeg,tomato,trip,Nrel,monkey,70,3,fruit,List1,121,{SL} The monkey above the carrot is tripping,,1050.6,119.7,409.1,349.2,99.7,748.3,199.6,NA,0,Related,Noun,1170.3,858,947.9,1805.9,1,0,2.197,long,13201,28399,0.36,3.082,4882,0.815,0.59
1895,sword,Unacc,cowboyUnacc.jpeg,boil,fall,Vunrel,cowboy,71,3,weapon,List1,121,{SL} The cowboy above the sword is falling,,1030.6,109.8,389.1,718.3,299.4,458.9,219.5,NA,0,Unrelated,Verb,1140.4,1406.8,678.4,2085.2,0.92,0.522,2.89,short,10243,46059,0.84,1.114,2826,0.885,0.98
1896,chair,Unerg,rabitUnerg.jpeg,swim,smile,Vunrel,rabit,72,3,funiture,List1,121,{SL} The rabbit above the chair is smiling,,711.3,179.6,459,389.1,109.8,488.8,189.6,NA,0,Unrelated,Verb,890.9,957.9,678.4,1636.3,1,0,4.92,short,11238,12276,0.46,2.955,5751,1.061,0.11
1897,piano,Unerg,cowboyUnerg.jpeg,carrot,wink,Nunrel,cowboy,73,4,instrument,List1,121,{SL} The cowboy above the piano is winking,,1349.9,109.7,399.1,478.9,109.8,478.9,179.6,NA,0,Unrelated,Noun,1459.6,987.8,658.5,1646.3,1,0.029,3.332,long,19570,1494,0.64,1.628,2826,0.35,0.24
1898,tomato,Unerg,penguineUnerg.jpeg,table,sneeze,Nunrel,penguine,74,4,fruit,List1,121,{SL} The penguin below the tomato is sneezing,,1459.6,129.7,618.6,1227.2,109.8,439,229.5,NA,0,Unrelated,Noun,1589.3,1955.6,668.5,2624.1,0.98,0.141,2.708,long,8388,540,0.78,1.088,2222,0.689,0.04
1899,desk,Unacc,boyUnacc.jpeg,drown,float,Vrel,boy,75,4,funiture,List1,121,{SL} The boy below the desk is floating,,1519.5,129.7,269.4,538.8,319.2,538.8,149.7,NA,0,Related,Verb,1649.2,1127.4,688.5,1815.9,1,0,4.522,short,17761,5704,0.7,1.718,42823,1.733,0.92
1900,apple,Unerg,dogUnerg.jpeg,yell,bark,Vrel,dog,76,4,fruit,List1,121,{SL} The dog above the apple is barking,,930.8,99.8,279.4,419,159.7,369.1,309.3,NA,0,Related,Verb,1030.6,858.1,678.4,1536.5,1,0.029,3.434,long,8241,2441,0.7,0.987,58314,0.629,0
1901,dresser,Unacc,chefUnacc.jpeg,table,drown,Nrel,chef,77,4,funiture,List1,121,{SL} The chef above the dresser is drowning,,1928.6,219.5,389.1,468.9,179.6,528.8,159.6,NA,0,Related,Noun,2148.1,1037.6,688.4,1726,0.48,2.095,1.792,long,21173,1415,0.68,1.912,1418,1.194,1
1902,castle,Unacc,snailUnacc.jpeg,trip,melt,Vunrel,snail,78,4,building,List1,121,{SL} The snail below the castle is melting,,1220.2,79.8,578.7,548.7,139.7,997.8,249.4,NA,0,Unrelated,Verb,1300,1267.1,1247.2,2514.3,1,0,3.332,long,22746,2781,0.16,3.886,10191,0,0.58
1903,ax,Unacc,ballerinaUnacc.jpeg,spoon,shrink,Nunrel,ballerina,79,4,weapon,List1,121,{SL} The ballerina above the ax is shrinking,,1240.1,129.7,508.9,369.1,139.7,359.2,189.6,NA,0,Unrelated,Noun,1369.8,1017.7,548.8,1566.5,0.86,0.668,2.303,short,7849,4085,0.76,1.56,140,1.937,0.92
1904,spoon,Unacc,octopusUnacc.jpeg,melt,boil,Vrel,octopus,80,4,tool,List1,121,{SL} The octopus below the spoon is boiling,,1150.3,109.8,628.6,349.2,129.7,628.5,289.4,NA,0,Related,Verb,1260.1,1107.5,917.9,2025.4,1,0.029,2.773,short,7344,3837,0.5,2.319,900,0.656,0.96
1905,hammer,Unacc,dogUnacc.jpeg,sink,spin,Vunrel,dog,81,4,tool,List1,121,{SL} The dog above the hammer is spinning,,1070.5,129.7,279.4,379.1,79.8,429.1,458.9,NA,0,Unrelated,Verb,1200.2,738.3,888,1626.3,1,0.057,2.485,long,9533,10683,0.12,3.022,58314,0.995,0.9
1906,windmill,Unerg,chefUnerg.jpeg,chair,yell,Nunrel,chef,82,4,building,List1,121,{SL} The chef above the windmill is yelling,,861,69.8,379.2,429,149.7,458.9,139.7,NA,0,Unrelated,Noun,930.8,957.9,598.6,1556.5,0.93,0.55,2.303,long,12430,3322,0.78,0.961,1418,1.194,0.06
1907,sword,Unacc,cowboyUnacc.jpeg,ax,fall,Nrel,cowboy,83,4,weapon,List1,121,{SL} The cowboy above the sword is falling,,1150.3,79.9,399.1,299.3,79.8,409.1,139.6,NA,0,Related,Noun,1230.2,778.2,548.7,1326.9,0.92,0.522,2.89,short,10243,46059,0.84,1.114,2826,0.885,0.98
1908,guitar,Unacc,pirateUnacc.jpeg,spin,sink,Vunrel,pirate,84,4,instrument,List1,121,{SL} The pirate below the guitar is sinking,,1569.4,139.7,498.8,259.4,139.7,439,109.8,NA,0,Unrelated,Verb,1709.1,897.9,548.8,1446.7,0.98,0.141,2.079,long,12032,8579,0.72,1.649,6292,0.592,0.92
1909,violin,Unacc,clownUnacc.jpeg,shrink,grow,Vrel,clown,85,4,instrument,List1,121,{SL} The clown below the violin is growing,,1449.7,99.7,419.1,229.5,279.3,608.6,309.3,NA,0,Related,Verb,1549.4,927.9,917.9,1845.8,0.82,0.858,1.946,long,8571,24803,0.7,1.918,2761,0.179,1
1910,carrot,Unacc,monkeyUnacc.jpeg,piano,trip,Nunrel,monkey,86,4,fruit,List1,121,{SL} The monkey above the carrot is tripping,,1080.5,119.7,399.1,289.4,129.7,668.4,1885.8,NA,0,Unrelated,Noun,1200.2,818.2,2554.2,3372.4,1,0,2.197,long,13201,28399,0.36,3.082,4882,0.815,0.59
1911,chair,Unerg,rabitUnerg.jpeg,desk,smile,Nrel,rabit,87,4,funiture,List1,121,{SL} The rabbit above the chair is smiling,,1320,139.6,488.9,459,289.3,588.7,139.7,NA,0,Related,Noun,1459.6,1237.2,728.4,1965.6,1,0,4.92,short,11238,12276,0.46,2.955,5751,1.061,0.11
1912,cannon,Unerg,clownUnerg.jpeg,cough,walk,Vunrel,clown,88,4,weapon,List1,121,{SL} The clown below the canon is walking,,1100.5,69.8,389.1,359.2,89.8,588.7,169.6,NA,0,Unrelated,Verb,1170.3,838.1,758.3,1596.4,1,0.111,1.946,long,17678,33093,0.58,2.218,2761,1.896,0.24
1913,lemon,Unerg,octopusUnerg.jpeg,smile,swim,Vunrel,octopus,89,4,fruit,List1,121,{SL} The octopus below the lemon is swimming,,1050.6,139.6,548.8,359.2,119.7,349.2,109.8,NA,0,Unrelated,Verb,1190.2,1027.7,459,1486.7,0.96,0.31,2.773,long,8524,5116,0.74,1.574,900,0.48,0.11
1914,lighthouse,Unerg,boyUnerg.jpeg,bark,yawn,Vunrel,boy,90,4,building,List1,121,{SL} The boy below the lighthouse is yawning,,1918.6,179.6,359.2,738.3,319.3,578.7,139.6,NA,0,Unrelated,Verb,2098.2,1416.8,718.3,2135.1,0.94,0.409,1.386,long,31692,1333,0.82,0.771,42823,1.896,0.18
1915,church,Unacc,rabbitUnacc.jpeg,harp,shake,Nunrel,rabbit,91,4,building,List1,121,{SL} The rabbit above the church is shaking,,1399.8,718.3,638.6,389.1,119.7,399.1,209.5,NA,0,Unrelated,Noun,2118.1,1147.4,608.6,1756,0.96,0.282,5.215,short,34595,5292,0.54,2.711,5751,1.086,0.8
1916,gun,Unerg,pirateUnerg.jpeg,sneeze,cough,Vrel,pirate,92,4,weapon,List1,121,{SL} The pirate below the gun is coughing,,1379.8,69.9,339.2,349.2,109.7,768.3,169.6,NA,0,Related,Verb,1449.7,798.1,937.9,1736,0.9,0.687,4.605,short,10904,2215,0.7,0.987,6292,0.69,0
1917,drill,Unacc,penguineUnacc.jpeg,hammer,bounce,Nrel,penguine,93,4,tool,List1,121,{SL} The penguin below the drill is bouncing,,1300,139.7,439,279.3,189.6,738.3,179.6,NA,0,Related,Noun,1439.7,907.9,917.9,1825.8,0.63,1.704,2.197,short,16254,4243,0.54,1.736,2222,0.303,0.56
1918,table,Unerg,snailUnerg.jpeg,walk,crawl,Vrel,snail,94,4,funiture,List1,121,{SL} The snail below the table is crawling,,1389.8,119.7,409.1,379.1,89.8,668.5,528.8,NA,0,Related,Verb,1509.5,878,1197.3,2075.3,0.98,0.141,5.464,long,12010,3131,0.14,3.728,10191,0,0.74
1919,knife,Unerg,monkeyUnerg.jpeg,spoon,sleep,Nrel,monkey,95,4,tool,List1,121,{SL} The monkey above the knife is sleeping,,1689.1,79.8,459,1047.6,139.7,449,189.5,NA,0,Related,Noun,1768.9,1646.3,638.5,2284.8,1,0.057,3.807,long,8773,25606,0.9,0.606,4882,0.357,0
1920,harp,Unerg,ballerinaUnerg.jpeg,violin,run,Nrel,ballerina,96,4,instrument,List1,121,{SL} The ballerina above the harp is running,,1270.1,79.8,728.3,439,149.7,329.2,219.5,NA,0,Related,Noun,1349.9,1317,548.7,1865.7,0.96,0.388,1.386,short,14170,223338,0.84,1.034,140,1.707,0.04
1921,lighthouse,Unerg,boyUnerg.jpeg,sleep,yawn,Vrel,boy,1,3,building,List3,123,{SL} The boy below the lighthouse is yawning,,1409.8,59.8,349.2,688.5,868,558.7,149.7,NA,0,Related,Verb,1469.6,1905.7,708.4,2614.1,0.94,0.409,1.386,long,31692,1333,0.82,0.771,42823,1.896,0.18
1922,gun,Unerg,pirateUnerg.jpeg,guitar,cough,Nunrel,pirate,2,3,weapon,List3,123,{SL} The pirate below the gun is coughing,ah,NA,NA,NA,NA,NA,NA,NA,NA,0,Unrelated,Noun,NA,NA,NA,NA,0.9,0.687,4.605,short,10904,2215,0.7,0.987,6292,0.69,0
1923,apple,Unerg,dogUnerg.jpeg,lighthouse,bark,Nunrel,dog,3,3,fruit,List3,123,{SL} The dog above the apple is barking,,1180.3,389.1,279.4,478.9,79.8,508.8,169.6,NA,0,Unrelated,Noun,1569.4,838.1,678.4,1516.5,1,0.029,3.434,long,8241,2441,0.7,0.987,58314,0.629,0
1924,guitar,Unacc,pirateUnacc.jpeg,fall,sink,Vrel,pirate,4,3,instrument,List3,123,{SL} The pirate below the guitar is sinking,,1040.6,99.8,389.1,279.3,89.8,449,119.7,NA,0,Related,Verb,1140.4,758.2,568.7,1326.9,0.98,0.141,2.079,long,12032,8579,0.72,1.649,6292,0.592,0.92
1925,ax,Unacc,ballerinaUnacc.jpeg,sword,shrink,Nrel,ballerina,5,3,weapon,List3,123,{SL} The ballerina above the ax is shrinking,,1100.5,89.7,538.8,409.1,89.8,538.8,249.4,NA,0,Related,Noun,1190.2,1037.7,788.2,1825.9,0.86,0.668,2.303,short,7849,4085,0.76,1.56,140,1.937,0.92
1926,lemon,Unerg,octopusUnerg.jpeg,run,swim,Vrel,octopus,6,3,fruit,List3,123,{SL} The octopus below the lemon is swimming,,1409.8,79.8,419,688.5,708.3,359.2,119.8,NA,0,Related,Verb,1489.6,1815.8,479,2294.8,0.96,0.31,2.773,long,8524,5116,0.74,1.574,900,0.48,0.11
1927,tomato,Unerg,penguineUnerg.jpeg,carrot,sneeze,Nrel,penguine,7,3,fruit,List3,123,{SL} The penguin below the tomato is sneezing,,1240.1,69.9,967.8,558.7,139.7,359.2,798.2,NA,0,Related,Noun,1310,1666.2,1157.4,2823.6,0.98,0.141,2.708,long,8388,540,0.78,1.088,2222,0.689,0.04
1928,dresser,Unacc,chefUnacc.jpeg,bounce,drown,Vunrel,chef,8,3,funiture,List3,123,{SL} The chef above the dresser is drowning,,1320,69.8,409.1,399.1,109.7,917.9,59.9,NA,0,Unrelated,Verb,1389.8,917.9,977.8,1895.7,0.48,2.095,1.792,long,21173,1415,0.68,1.912,1418,1.194,1
1929,castle,Unacc,snailUnacc.jpeg,boil,melt,Vrel,snail,9,3,building,List3,123,{SL} The snail below the castle is melting,,1220.2,69.8,419.1,319.2,109.8,718.4,309.3,NA,0,Related,Verb,1290,848.1,1027.7,1875.8,1,0,3.332,long,22746,2781,0.16,3.886,10191,0,0.58
1930,knife,Unerg,monkeyUnerg.jpeg,yell,sleep,Vunrel,monkey,10,3,tool,List3,123,{SL} The monkey above the knife is sleeping,,970.7,79.9,359.2,359.1,99.8,429,109.8,NA,0,Unrelated,Verb,1050.6,818.1,538.8,1356.9,1,0.057,3.807,long,8773,25606,0.9,0.606,4882,0.357,0
1931,cannon,Unerg,clownUnerg.jpeg,crawl,walk,Vrel,clown,11,3,weapon,List3,123,{SL} The clown below the canon is walking,,1070.5,89.8,419.1,458.9,588.7,518.8,149.7,NA,0,Related,Verb,1160.3,1466.7,668.5,2135.2,1,0.111,1.946,long,17678,33093,0.58,2.218,2761,1.896,0.24
1932,windmill,Unerg,chefUnerg.jpeg,lighthouse,yell,Nrel,chef,12,3,building,List3,123,{SL} The chef above the windmill is yelling,,1170.3,89.8,319.3,339.2,99.8,578.7,149.6,NA,0,Related,Noun,1260.1,758.3,728.3,1486.6,0.93,0.55,2.303,long,12430,3322,0.78,0.961,1418,1.194,0.06
1933,harp,Unerg,ballerinaUnerg.jpeg,sneeze,run,Vunrel,ballerina,13,3,instrument,List3,123,{SL} The ballerina above the harp is running,,1100.5,59.8,618.6,459,69.8,478.9,279.4,NA,0,Unrelated,Verb,1160.3,1147.4,758.3,1905.7,0.96,0.388,1.386,short,14170,223338,0.84,1.034,140,1.707,0.04
1934,desk,Unacc,boyUnacc.jpeg,violin,float,Nunrel,boy,14,3,funiture,List3,123,{SL} The boy below the desk is floating,,1180.3,59.8,319.3,538.8,498.9,508.8,99.8,NA,0,Unrelated,Noun,1240.1,1357,608.6,1965.6,1,0,4.522,short,17761,5704,0.7,1.718,42823,1.733,0.92
1935,drill,Unacc,penguineUnacc.jpeg,drown,bounce,Vunrel,penguine,15,3,tool,List3,123,{SL} The penguin below the drill is bouncing,ab_ below,NA,NA,NA,NA,NA,NA,NA,NA,0,Unrelated,Verb,NA,NA,NA,NA,0.63,1.704,2.197,short,16254,4243,0.54,1.736,2222,0.303,0.56
1936,table,Unerg,snailUnerg.jpeg,tomato,crawl,Nunrel,snail,16,3,funiture,List3,123,{SL} The snail below the table is crawling,ah,NA,NA,NA,NA,NA,NA,NA,NA,0,Unrelated,Noun,NA,NA,NA,NA,0.98,0.141,5.464,long,12010,3131,0.14,3.728,10191,0,0.74
1937,hammer,Unacc,dogUnacc.jpeg,trip,spin,Vrel,dog,17,3,tool,List3,123,{SL} The dog above the hammer is spinning,,1270.1,109.7,369.2,309.3,139.7,488.8,89.8,NA,0,Related,Verb,1379.8,818.2,578.6,1396.8,1,0.057,2.485,long,9533,10683,0.12,3.022,58314,0.995,0.9
1938,violin,Unacc,clownUnacc.jpeg,desk,grow,Nunrel,clown,18,3,instrument,List3,123,{SL} The clown below the violin is growing,,1429.7,738.3,409.1,429,129.7,508.9,369.1,NA,0,Unrelated,Noun,2168,967.8,878,1845.8,0.82,0.858,1.946,long,8571,24803,0.7,1.918,2761,0.179,1
1939,church,Unacc,rabbitUnacc.jpeg,castle,shake,Nrel,rabbit,19,3,building,List3,123,{SL} The rabbit above the church is shaking,,1020.6,638.6,369.1,399.1,688.5,548.7,179.6,NA,0,Related,Noun,1659.2,1456.7,728.3,2185,0.96,0.282,5.215,short,34595,5292,0.54,2.711,5751,1.086,0.8
1940,piano,Unerg,cowboyUnerg.jpeg,guitar,wink,Nrel,cowboy,20,3,instrument,List3,123,{SL} The cowboy above the piano is winking,,1679.1,957.9,349.2,269.4,109.7,409.1,189.5,NA,0,Related,Noun,2637,728.3,598.6,1326.9,1,0.029,3.332,long,19570,1494,0.64,1.628,2826,0.35,0.24
1941,spoon,Unacc,octopusUnacc.jpeg,ax,boil,Nunrel,octopus,21,3,tool,List3,123,{SL} The octopus below the spoon is boiling,,1679.1,59.9,848.1,259.4,69.8,399.1,199.6,NA,0,Unrelated,Noun,1739,1177.3,598.7,1776,1,0.029,2.773,short,7344,3837,0.5,2.319,900,0.656,0.96
1942,carrot,Unacc,monkeyUnacc.jpeg,tomato,trip,Nrel,monkey,22,3,fruit,List3,123,{SL} The monkey above the carrot is tripping,,1479.6,129.7,468.9,498.9,488.9,518.8,289.3,NA,0,Related,Noun,1609.3,1456.7,808.1,2264.8,1,0,2.197,long,13201,28399,0.36,3.082,4882,0.815,0.59
1943,sword,Unacc,cowboyUnacc.jpeg,boil,fall,Vunrel,cowboy,23,3,weapon,List3,123,{SL} The cowboy above the sword is falling,,2028.3,59.9,339.2,389.2,99.7,449,119.7,NA,0,Unrelated,Verb,2088.2,828.1,568.7,1396.8,0.92,0.522,2.89,short,10243,46059,0.84,1.114,2826,0.885,0.98
1944,chair,Unerg,rabitUnerg.jpeg,swim,smile,Vunrel,rabit,24,3,funiture,List3,123,{SL} The rabbit above the chair is smiling,,1519.5,119.7,339.3,319.2,89.8,488.9,129.7,NA,0,Unrelated,Verb,1639.2,748.3,618.6,1366.9,1,0,4.92,short,11238,12276,0.46,2.955,5751,1.061,0.11
1945,piano,Unerg,cowboyUnerg.jpeg,carrot,wink,Nunrel,cowboy,25,4,instrument,List3,123,{SL} The cowboy above the piano is winking,,1429.7,99.8,449,568.7,179.6,478.9,149.6,NA,0,Unrelated,Noun,1529.5,1197.3,628.5,1825.8,1,0.029,3.332,long,19570,1494,0.64,1.628,2826,0.35,0.24
1946,tomato,Unerg,penguineUnerg.jpeg,table,sneeze,Nunrel,penguine,26,4,fruit,List3,123,{SL} The penguin below the tomato is sneezing,,1589.3,89.8,449,478.9,119.8,578.6,179.6,NA,0,Unrelated,Noun,1679.1,1047.7,758.2,1805.9,0.98,0.141,2.708,long,8388,540,0.78,1.088,2222,0.689,0.04
1947,desk,Unacc,boyUnacc.jpeg,drown,float,Vrel,boy,27,4,funiture,List3,123,{SL} The boy below the desk is floating,,1250.1,69.9,269.3,538.8,139.7,459,568.7,NA,0,Related,Verb,1320,947.8,1027.7,1975.5,1,0,4.522,short,17761,5704,0.7,1.718,42823,1.733,0.92
1948,apple,Unerg,dogUnerg.jpeg,yell,bark,Vrel,dog,28,4,fruit,List3,123,{SL} The dog above the apple is barking,,1100.5,59.8,299.3,319.3,139.7,349.2,139.7,NA,0,Related,Verb,1160.3,758.3,488.9,1247.2,1,0.029,3.434,long,8241,2441,0.7,0.987,58314,0.629,0
1949,dresser,Unacc,chefUnacc.jpeg,table,drown,Nrel,chef,29,4,funiture,List3,123,{SL} The chef above the dresser is drowning,,1349.9,69.8,329.3,429,868,578.7,359.2,NA,0,Related,Noun,1419.7,1626.3,937.9,2564.2,0.48,2.095,1.792,long,21173,1415,0.68,1.912,1418,1.194,1
1950,castle,Unacc,snailUnacc.jpeg,trip,melt,Vunrel,snail,30,4,building,List3,123,{SL} The snail below the castle is melting,,1150.3,79.9,349.2,189.5,89.8,678.5,708.4,NA,0,Unrelated,Verb,1230.2,628.5,1386.9,2015.4,1,0,3.332,long,22746,2781,0.16,3.886,10191,0,0.58
1951,ax,Unacc,ballerinaUnacc.jpeg,spoon,shrink,Nunrel,ballerina,31,4,weapon,List3,123,{SL} The ballerina above the ax is shrinking,,1200.2,89.8,558.8,618.5,109.8,449,309.3,NA,0,Unrelated,Noun,1290,1287.1,758.3,2045.4,0.86,0.668,2.303,short,7849,4085,0.76,1.56,140,1.937,0.92
1952,spoon,Unacc,octopusUnacc.jpeg,melt,boil,Vrel,octopus,32,4,tool,List3,123,{SL} The octopus below the spoon is boiling,melting,NA,NA,NA,NA,NA,NA,NA,NA,0,Related,Verb,NA,NA,NA,NA,1,0.029,2.773,short,7344,3837,0.5,2.319,900,0.656,0.96
1953,hammer,Unacc,dogUnacc.jpeg,sink,spin,Vunrel,dog,33,4,tool,List3,123,{SL} The dog above the hammer is spinning,previous,NA,NA,NA,NA,NA,NA,NA,NA,0,Unrelated,Verb,NA,NA,NA,NA,1,0.057,2.485,long,9533,10683,0.12,3.022,58314,0.995,0.9
1954,windmill,Unerg,chefUnerg.jpeg,chair,yell,Nunrel,chef,34,4,building,List3,123,{SL} The chef above the windmill is yelling,,1339.9,389.1,359.2,518.8,79.8,459,149.7,NA,0,Unrelated,Noun,1729,957.8,608.7,1566.5,0.93,0.55,2.303,long,12430,3322,0.78,0.961,1418,1.194,0.06
1955,sword,Unacc,cowboyUnacc.jpeg,ax,fall,Nrel,cowboy,35,4,weapon,List3,123,{SL} The cowboy above the sword is falling,,1489.6,109.7,299.3,518.9,89.8,498.8,169.6,NA,0,Related,Noun,1599.3,908,668.4,1576.4,0.92,0.522,2.89,short,10243,46059,0.84,1.114,2826,0.885,0.98
1956,guitar,Unacc,pirateUnacc.jpeg,spin,sink,Vunrel,pirate,36,4,instrument,List3,123,{SL} The pirate below the guitar is sinking,,1280,69.9,389.1,259.4,99.8,429,99.8,NA,0,Unrelated,Verb,1349.9,748.3,528.8,1277.1,0.98,0.141,2.079,long,12032,8579,0.72,1.649,6292,0.592,0.92
1957,violin,Unacc,clownUnacc.jpeg,shrink,grow,Vrel,clown,37,4,instrument,List3,123,{SL} The clown below the violin is growing,,1270.1,79.8,369.1,279.4,129.7,538.8,189.6,NA,0,Related,Verb,1349.9,778.2,728.4,1506.6,0.82,0.858,1.946,long,8571,24803,0.7,1.918,2761,0.179,1
1958,carrot,Unacc,monkeyUnacc.jpeg,piano,trip,Nunrel,monkey,38,4,fruit,List3,123,{SL} The monkey above the carrot is tripping,,1589.3,219.5,429.1,478.9,89.8,648.5,169.6,NA,0,Unrelated,Noun,1808.8,997.8,818.1,1815.9,1,0,2.197,long,13201,28399,0.36,3.082,4882,0.815,0.59
1959,chair,Unerg,rabitUnerg.jpeg,desk,smile,Nrel,rabit,39,4,funiture,List3,123,{SL} The rabbit above the chair is smiling,,1359.9,119.7,299.3,468.9,59.9,449,169.6,NA,0,Related,Noun,1479.6,828.1,618.6,1446.7,1,0,4.92,short,11238,12276,0.46,2.955,5751,1.061,0.11
1960,cannon,Unerg,clownUnerg.jpeg,cough,walk,Vunrel,clown,40,4,weapon,List3,123,{SL} The clown below the canon is walking,,1579.4,79.8,379.1,279.4,129.7,498.9,129.7,NA,0,Unrelated,Verb,1659.2,788.2,628.6,1416.8,1,0.111,1.946,long,17678,33093,0.58,2.218,2761,1.896,0.24
1961,lemon,Unerg,octopusUnerg.jpeg,smile,swim,Vunrel,octopus,41,4,fruit,List3,123,{SL} The octopus below the lemon is swimming,,1300,109.8,439,339.2,299.3,449,389.1,NA,0,Unrelated,Verb,1409.8,1077.5,838.1,1915.6,0.96,0.31,2.773,long,8524,5116,0.74,1.574,900,0.48,0.11
1962,lighthouse,Unerg,boyUnerg.jpeg,bark,yawn,Vunrel,boy,42,4,building,List3,123,{SL} The boy below the lighthouse is yawning,,1329.9,69.9,299.3,508.8,209.6,568.7,129.7,NA,0,Unrelated,Verb,1399.8,1017.7,698.4,1716.1,0.94,0.409,1.386,long,31692,1333,0.82,0.771,42823,1.896,0.18
1963,church,Unacc,rabbitUnacc.jpeg,harp,shake,Nunrel,rabbit,43,4,building,List3,123,{SL} The rabbit above the church is shaking,,1300,109.8,329.2,279.4,99.7,508.9,119.7,NA,0,Unrelated,Noun,1409.8,708.3,628.6,1336.9,0.96,0.282,5.215,short,34595,5292,0.54,2.711,5751,1.086,0.8
1964,gun,Unerg,pirateUnerg.jpeg,sneeze,cough,Vrel,pirate,44,4,weapon,List3,123,{SL} The pirate below the gun is coughing,,1329.9,269.4,459,289.3,109.8,369.1,209.6,NA,0,Related,Verb,1599.3,858.1,578.7,1436.8,0.9,0.687,4.605,short,10904,2215,0.7,0.987,6292,0.69,0
1965,drill,Unacc,penguineUnacc.jpeg,hammer,bounce,Nrel,penguine,45,4,tool,List3,123,{SL} The penguin below the drill is bouncing,,1349.9,937.9,389.1,229.4,349.3,419,289.3,NA,0,Related,Noun,2287.8,967.8,708.3,1676.1,0.63,1.704,2.197,short,16254,4243,0.54,1.736,2222,0.303,0.56
1966,table,Unerg,snailUnerg.jpeg,walk,crawl,Vrel,snail,46,4,funiture,List3,123,{SL} The snail below the table is crawling,,1130.4,59.8,369.2,249.4,109.8,678.5,159.6,NA,0,Related,Verb,1190.2,728.4,838.1,1566.5,0.98,0.141,5.464,long,12010,3131,0.14,3.728,10191,0,0.74
1967,knife,Unerg,monkeyUnerg.jpeg,spoon,sleep,Nrel,monkey,47,4,tool,List3,123,{SL} The monkey above the knife is sleeping,,1329.9,89.8,389.1,329.3,89.8,349.2,79.8,NA,0,Related,Noun,1419.7,808.2,429,1237.2,1,0.057,3.807,long,8773,25606,0.9,0.606,4882,0.357,0
1968,harp,Unerg,ballerinaUnerg.jpeg,violin,run,Nrel,ballerina,48,4,instrument,List3,123,{SL} The ballerina above the harp is running,,1230.2,219.5,518.8,439,69.8,389.1,179.6,NA,0,Related,Noun,1449.7,1027.6,568.7,1596.3,0.96,0.388,1.386,short,14170,223338,0.84,1.034,140,1.707,0.04
1969,desk,Unacc,boyUnacc.jpeg,shrink,float,Vunrel,boy,49,1,funiture,List3,123,{SL} The boy below the desk is floating,,1140.4,59.8,299.3,459,379.1,558.8,79.8,NA,0,Unrelated,Verb,1200.2,1137.4,638.6,1776,1,0,4.522,short,17761,5704,0.7,1.718,42823,1.733,0.92
1970,church,Unacc,rabbitUnacc.jpeg,bounce,shake,Vrel,rabbit,50,1,building,List3,123,{SL} The rabbit above the church is shaking,,1310,99.8,299.3,259.4,89.8,458.9,219.5,NA,0,Related,Verb,1409.8,648.5,678.4,1326.9,0.96,0.282,5.215,short,34595,5292,0.54,2.711,5751,1.086,0.8
1971,cannon,Unerg,clownUnerg.jpeg,gun,walk,Nrel,clown,51,1,weapon,List3,123,{SL} The clown below the canon is walking,,1359.9,219.5,439,339.2,977.8,628.5,159.7,NA,0,Related,Noun,1579.4,1756,788.2,2544.2,1,0.111,1.946,long,17678,33093,0.58,2.218,2761,1.896,0.24
1972,drill,Unacc,penguineUnacc.jpeg,sword,bounce,Nunrel,penguine,52,1,tool,List3,123,{SL} The penguin below the drill is bouncing,,1998.4,359.2,389.1,349.2,79.8,359.2,209.5,NA,0,Unrelated,Noun,2357.6,818.1,568.7,1386.8,0.63,1.704,2.197,short,16254,4243,0.54,1.736,2222,0.303,0.56
1973,ax,Unacc,ballerinaUnacc.jpeg,grow,shrink,Vrel,ballerina,53,1,weapon,List3,123,{SL} The ballerina above the ax is shrinking,,1150.3,89.8,528.8,229.5,409.1,558.7,488.9,NA,0,Related,Verb,1240.1,1167.4,1047.6,2215,0.86,0.668,2.303,short,7849,4085,0.76,1.56,140,1.937,0.92
1974,windmill,Unerg,chefUnerg.jpeg,bark,yell,Vrel,chef,54,1,building,List3,123,{SL} The chef above the windmill is yelling,below_,NA,NA,NA,NA,NA,NA,NA,NA,0,Related,Verb,NA,NA,NA,NA,0.93,0.55,2.303,long,12430,3322,0.78,0.961,1418,1.194,0.06
1975,hammer,Unacc,dogUnacc.jpeg,drill,spin,Nrel,dog,55,1,tool,List3,123,{SL} The dog above the hammer is spinning,shaking,NA,NA,NA,NA,NA,NA,NA,NA,0,Related,Noun,NA,NA,NA,NA,1,0.057,2.485,long,9533,10683,0.12,3.022,58314,0.995,0.9
